"rule","engine","severity","tags","file","startLine","startColumn","endLine","endColumn","message","resources"
"EmptyStatementBlock","pmd",3,"Recommended,ErrorProne,Apex","force-app/main/default/classes/CommunitiesLandingController.cls",11,5,11,11,"Avoid empty block statements.","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_errorprone.html#emptystatementblock"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/CommunitiesLandingController.cls",11,12,11,45,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/CommunitiesLandingControllerTest.cls",4,29,18,2,"Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexUnitTestClassShouldHaveRunAs","pmd",4,"Recommended,BestPractices,Apex","force-app/main/default/classes/CommunitiesLandingControllerTest.cls",5,44,17,6,"Apex unit test classes should have at least one System.runAs() call","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_bestpractices.html#apexunittestclassshouldhaverunas"
"ApexUnitTestShouldNotUseSeeAllDataTrue","pmd",2,"Recommended,BestPractices,Apex","force-app/main/default/classes/CommunitiesLandingControllerTest.cls",5,44,17,6,"Apex unit tests should not use @isTest(seeAllData = true)","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_bestpractices.html#apexunittestshouldnotuseseealldatatrue"
"AvoidGlobalModifier","pmd",3,"Recommended,BestPractices,Apex","force-app/main/default/classes/CommunitiesLoginController.cls",4,21,14,2,"Avoid using global modifier","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_bestpractices.html#avoidglobalmodifier"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/CommunitiesLoginController.cls",4,21,14,2,"Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"EmptyStatementBlock","pmd",3,"Recommended,ErrorProne,Apex","force-app/main/default/classes/CommunitiesLoginController.cls",6,5,6,11,"Avoid empty block statements.","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_errorprone.html#emptystatementblock"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/CommunitiesLoginController.cls",6,12,6,44,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/CommunitiesLoginController.cls",9,12,13,6,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"AvoidGlobalModifier","pmd",3,"Recommended,BestPractices,Apex","force-app/main/default/classes/CommunitiesLoginControllerTest.cls",4,29,10,2,"Avoid using global modifier","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_bestpractices.html#avoidglobalmodifier"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/CommunitiesLoginControllerTest.cls",4,29,10,2,"Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexUnitTestClassShouldHaveRunAs","pmd",4,"Recommended,BestPractices,Apex","force-app/main/default/classes/CommunitiesLoginControllerTest.cls",6,19,9,6,"Apex unit test classes should have at least one System.runAs() call","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_bestpractices.html#apexunittestclassshouldhaverunas"
"ApexUnitTestShouldNotUseSeeAllDataTrue","pmd",2,"Recommended,BestPractices,Apex","force-app/main/default/classes/CommunitiesLoginControllerTest.cls",6,19,9,6,"Apex unit tests should not use @isTest(seeAllData = true)","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_bestpractices.html#apexunittestshouldnotuseseealldatatrue"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/CommunitiesSelfRegConfirmController.cls",4,21,7,2,"Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"EmptyStatementBlock","pmd",3,"Recommended,ErrorProne,Apex","force-app/main/default/classes/CommunitiesSelfRegConfirmController.cls",6,5,6,11,"Avoid empty block statements.","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_errorprone.html#emptystatementblock"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/CommunitiesSelfRegConfirmController.cls",6,12,6,52,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/CommunitiesSelfRegConfirmControllerTest.cls",4,29,9,2,"Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexUnitTestClassShouldHaveRunAs","pmd",4,"Recommended,BestPractices,Apex","force-app/main/default/classes/CommunitiesSelfRegConfirmControllerTest.cls",5,44,8,8,"Apex unit test classes should have at least one System.runAs() call","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_bestpractices.html#apexunittestclassshouldhaverunas"
"ApexUnitTestClassShouldHaveAsserts","pmd",3,"Recommended,BestPractices,Apex","force-app/main/default/classes/CommunitiesSelfRegConfirmControllerTest.cls",5,44,8,8,"Apex unit tests should System.assert() or assertEquals() or assertNotEquals()","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_bestpractices.html#apexunittestclassshouldhaveasserts"
"ApexUnitTestShouldNotUseSeeAllDataTrue","pmd",2,"Recommended,BestPractices,Apex","force-app/main/default/classes/CommunitiesSelfRegConfirmControllerTest.cls",5,44,8,8,"Apex unit tests should not use @isTest(seeAllData = true)","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_bestpractices.html#apexunittestshouldnotuseseealldatatrue"
"UnusedLocalVariable","pmd",3,"Recommended,BestPractices,Apex","force-app/main/default/classes/CommunitiesSelfRegConfirmControllerTest.cls",7,45,7,99,"Variable 'controller' defined but not used","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_bestpractices.html#unusedlocalvariable"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/CommunitiesSelfRegController.cls",4,8,74,2,"Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/CommunitiesSelfRegController.cls",6,12,6,40,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/CommunitiesSelfRegController.cls",7,12,7,39,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/CommunitiesSelfRegController.cls",8,12,8,36,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/CommunitiesSelfRegController.cls",9,12,9,91,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/CommunitiesSelfRegController.cls",10,12,10,106,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/CommunitiesSelfRegController.cls",11,12,11,110,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/CommunitiesSelfRegController.cls",13,12,18,6,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/CommunitiesSelfRegController.cls",24,12,73,6,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"UnusedLocalVariable","pmd",3,"Recommended,BestPractices,Apex","force-app/main/default/classes/CommunitiesSelfRegController.cls",34,16,34,31,"Variable 'roleEnum' defined but not used","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_bestpractices.html#unusedlocalvariable"
"AvoidDebugStatements","pmd",4,"Recommended,Performance,Apex","force-app/main/default/classes/CommunitiesSelfRegController.cls",59,13,59,42,"Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_performance.html#avoiddebugstatements"
"DebugsShouldUseLoggingLevel","pmd",4,"Recommended,BestPractices,Apex","force-app/main/default/classes/CommunitiesSelfRegController.cls",59,13,59,42,"Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/CommunitiesSelfRegControllerTest.cls",4,29,20,2,"Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexUnitTestClassShouldHaveRunAs","pmd",4,"Recommended,BestPractices,Apex","force-app/main/default/classes/CommunitiesSelfRegControllerTest.cls",6,19,19,6,"Apex unit test classes should have at least one System.runAs() call","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_bestpractices.html#apexunittestclassshouldhaverunas"
"ApexUnitTestShouldNotUseSeeAllDataTrue","pmd",2,"Recommended,BestPractices,Apex","force-app/main/default/classes/CommunitiesSelfRegControllerTest.cls",6,19,19,6,"Apex unit tests should not use @isTest(seeAllData = true)","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_bestpractices.html#apexunittestshouldnotuseseealldatatrue"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/ContactAction.cls",1,21,20,2,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"EmptyStatementBlock","pmd",3,"Recommended,ErrorProne,Apex","force-app/main/default/classes/ContactAction.cls",2,3,2,9,"Avoid empty block statements.","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_errorprone.html#emptystatementblock"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/ContactAction.cls",2,10,3,4,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"EmptyStatementBlock","pmd",3,"Recommended,ErrorProne,Apex","force-app/main/default/classes/ContactAction.cls",5,3,5,9,"Avoid empty block statements.","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_errorprone.html#emptystatementblock"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/ContactAction.cls",5,10,19,4,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"AvoidGlobalModifier","pmd",3,"Recommended,BestPractices,Apex","force-app/main/default/classes/Flight.cls",2,8,31,2,"Avoid using global modifier","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_bestpractices.html#avoidglobalmodifier"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/Flight.cls",2,8,31,2,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"ExcessiveParameterList","pmd",3,"Recommended,Design,Apex","force-app/main/default/classes/Flight.cls",22,12,23,79,"Avoid long parameter lists.","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_design.html#excessiveparameterlist"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/Flight.cls",22,12,30,7,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"AvoidBooleanMethodParameters","pmd",3,"Recommended,Design,Apex","force-app/main/default/classes/Flight.cls",22,57,22,77,"Avoid Boolean method parameters","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_design.html#avoidbooleanmethodparameters"
"AvoidGlobalModifier","pmd",3,"Recommended,BestPractices,Apex","force-app/main/default/classes/FlightAgent.cls",1,8,49,2,"Avoid using global modifier","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_bestpractices.html#avoidglobalmodifier"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/FlightAgent.cls",1,8,49,2,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/FlightAgent.cls",4,19,25,6,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/FlightAgent.cls",28,12,41,6,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/FlightAgent.cls",44,12,48,6,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"AvoidGlobalModifier","pmd",3,"Recommended,BestPractices,Apex","force-app/main/default/classes/FlightRequestFilter.cls",2,8,9,2,"Avoid using global modifier","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_bestpractices.html#avoidglobalmodifier"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/FlightRequestFilter.cls",2,8,9,2,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/FoodOptionService.cls",5,24,19,2,"Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/FoodOptionService.cls",12,19,18,6,"Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/FoodOptionService.cls",12,19,18,6,"Missing or mismatched ApexDoc @param","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"AvoidNonRestrictiveQueries","pmd",4,"Recommended,Performance,Apex","force-app/main/default/classes/FoodOptionService.cls",13,16,17,10,"Avoid SOQL queries without a where or limit statement","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_performance.html#avoidnonrestrictivequeries"
"ApexCRUDViolation","pmd",2,"Recommended,Security,Apex","force-app/main/default/classes/FoodOptionService.cls",13,16,17,10,"Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_security.html#apexcrudviolation"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/FoodOrderAction.cls",1,24,100,2,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/FoodOrderAction.cls",6,12,9,6,"Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/FoodOrderAction.cls",14,12,17,6,"Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/FoodOrderAction.cls",25,19,99,6,"Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexCRUDViolation","pmd",2,"Recommended,Security,Apex","force-app/main/default/classes/FoodOrderAction.cls",43,90,47,14,"Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_security.html#apexcrudviolation"
"ApexCRUDViolation","pmd",2,"Recommended,Security,Apex","force-app/main/default/classes/FoodOrderAction.cls",51,13,51,29,"Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_security.html#apexcrudviolation"
"AvoidDebugStatements","pmd",4,"Recommended,Performance,Apex","force-app/main/default/classes/FoodOrderAction.cls",53,13,53,35,"Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_performance.html#avoiddebugstatements"
"DebugsShouldUseLoggingLevel","pmd",4,"Recommended,BestPractices,Apex","force-app/main/default/classes/FoodOrderAction.cls",53,13,53,35,"Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel"
"ApexCRUDViolation","pmd",2,"Recommended,Security,Apex","force-app/main/default/classes/FoodOrderAction.cls",74,13,74,30,"Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_security.html#apexcrudviolation"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/ForgotPasswordController.cls",4,21,19,2,"Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/ForgotPasswordController.cls",5,12,5,39,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"EmptyStatementBlock","pmd",3,"Recommended,ErrorProne,Apex","force-app/main/default/classes/ForgotPasswordController.cls",7,5,7,11,"Avoid empty block statements.","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_errorprone.html#emptystatementblock"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/ForgotPasswordController.cls",7,12,7,41,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/ForgotPasswordController.cls",9,11,18,5,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/ForgotPasswordControllerTest.cls",4,29,12,2,"Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexUnitTestClassShouldHaveRunAs","pmd",4,"Recommended,BestPractices,Apex","force-app/main/default/classes/ForgotPasswordControllerTest.cls",5,44,11,6,"Apex unit test classes should have at least one System.runAs() call","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_bestpractices.html#apexunittestclassshouldhaverunas"
"ApexUnitTestShouldNotUseSeeAllDataTrue","pmd",2,"Recommended,BestPractices,Apex","force-app/main/default/classes/ForgotPasswordControllerTest.cls",5,44,11,6,"Apex unit tests should not use @isTest(seeAllData = true)","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_bestpractices.html#apexunittestshouldnotuseseealldatatrue"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/MicrobatchSelfRegController.cls",1,8,57,2,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/MicrobatchSelfRegController.cls",2,12,2,40,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/MicrobatchSelfRegController.cls",3,12,3,39,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/MicrobatchSelfRegController.cls",4,12,4,36,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/MicrobatchSelfRegController.cls",5,12,5,110,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/MicrobatchSelfRegController.cls",7,12,12,6,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/MicrobatchSelfRegController.cls",14,12,56,6,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"UnusedLocalVariable","pmd",3,"Recommended,BestPractices,Apex","force-app/main/default/classes/MicrobatchSelfRegController.cls",16,16,16,27,"Variable 'accountName' defined but not used","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_bestpractices.html#unusedlocalvariable"
"UnusedLocalVariable","pmd",3,"Recommended,BestPractices,Apex","force-app/main/default/classes/MicrobatchSelfRegController.cls",17,16,17,27,"Variable 'contactName' defined but not used","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_bestpractices.html#unusedlocalvariable"
"LocalVariableNamingConventions","pmd",3,"Recommended,CodeStyle,Apex","force-app/main/default/classes/MicrobatchSelfRegController.cls",19,16,19,20,"The local variable name 'UUID' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_codestyle.html#localvariablenamingconventions"
"AvoidDebugStatements","pmd",4,"Recommended,Performance,Apex","force-app/main/default/classes/MicrobatchSelfRegController.cls",48,13,48,42,"Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_performance.html#avoiddebugstatements"
"DebugsShouldUseLoggingLevel","pmd",4,"Recommended,BestPractices,Apex","force-app/main/default/classes/MicrobatchSelfRegController.cls",48,13,48,42,"Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel"
"ApexUnitTestClassShouldHaveRunAs","pmd",4,"Recommended,BestPractices,Apex","force-app/main/default/classes/MicrobatchSelfRegControllerTest.cls",4,20,13,7,"Apex unit test classes should have at least one System.runAs() call","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_bestpractices.html#apexunittestclassshouldhaverunas"
"ApexUnitTestShouldNotUseSeeAllDataTrue","pmd",2,"Recommended,BestPractices,Apex","force-app/main/default/classes/MicrobatchSelfRegControllerTest.cls",4,20,13,7,"Apex unit tests should not use @isTest(seeAllData = true)","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_bestpractices.html#apexunittestshouldnotuseseealldatatrue"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/MyProfilePageController.cls",5,21,53,2,"Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/MyProfilePageController.cls",10,12,12,6,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/MyProfilePageController.cls",14,12,23,6,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexCRUDViolation","pmd",2,"Recommended,Security,Apex","force-app/main/default/classes/MyProfilePageController.cls",15,16,18,50,"Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_security.html#apexcrudviolation"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/MyProfilePageController.cls",25,12,27,6,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/MyProfilePageController.cls",29,12,31,6,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/MyProfilePageController.cls",33,12,40,6,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexCRUDViolation","pmd",2,"Recommended,Security,Apex","force-app/main/default/classes/MyProfilePageController.cls",35,13,35,25,"Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_security.html#apexcrudviolation"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/MyProfilePageController.cls",42,12,44,6,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/MyProfilePageController.cls",46,12,52,6,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexCRUDViolation","pmd",2,"Recommended,Security,Apex","force-app/main/default/classes/MyProfilePageController.cls",48,16,51,50,"Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_security.html#apexcrudviolation"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/MyProfilePageControllerTest.cls",5,29,55,2,"Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexUnitTestShouldNotUseSeeAllDataTrue","pmd",2,"Recommended,BestPractices,Apex","force-app/main/default/classes/MyProfilePageControllerTest.cls",7,37,54,6,"Apex unit tests should not use @isTest(seeAllData = true)","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_bestpractices.html#apexunittestshouldnotuseseealldatatrue"
